0,243.352,3701.262244
1,243.352,3701.262244
2,243.352,3701.262244
3,243.352,3701.262244
4,243.352,3701.262244
5,243.352,3701.262244
6,243.352,3701.262244
7,243.352,3701.262244
8,243.352,3701.262244
9,243.352,3701.262244
10,243.352,3701.262244
11,243.352,3701.262244
12,243.352,3701.262244
13,243.352,3701.262244
14,243.352,3701.262244
15,243.352,3701.262244
16,243.352,3701.262244
17,243.352,3701.262244
18,243.352,3701.262244
19,243.352,3701.262244
20,243.352,3701.262244
21,243.352,3701.262244
22,243.352,3701.262244
23,243.352,3701.262244
24,243.352,3701.262244
25,243.352,3701.262244
26,243.352,3701.262244
27,243.352,3701.262244
28,243.352,3701.262244
29,243.352,3701.262244
30,243.352,3701.262244
31,243.352,3701.262244
32,243.352,3701.262244
33,243.352,3701.262244
34,243.352,3701.262244
35,243.352,3701.262244
36,243.352,3701.262244
37,243.352,3701.262244
38,243.352,3701.262244
39,243.352,3701.262244
40,243.352,3701.262244
41,243.352,3701.262244
42,243.352,3701.262244
43,243.352,3701.262244
44,243.352,3701.262244
45,243.352,3701.262244
46,243.352,3701.262244
47,243.352,3701.262244
48,243.352,3701.262244
49,243.352,3701.262244
50,243.352,3701.262244
51,243.352,3701.262244
52,243.352,3701.262244
53,243.352,3701.262244
54,243.352,3701.262244
55,243.352,3701.262244
56,243.352,3701.262244
57,243.352,3701.262244
58,243.352,3701.262244
59,243.352,3701.262244
60,243.352,3701.262244
61,243.352,3701.262244
62,243.352,3701.262244
63,243.352,3701.262244
64,243.352,3701.262244
65,243.352,3701.262244
66,243.352,3701.262244
67,243.352,3701.262244
68,243.352,3701.262244
69,243.352,3701.262244
70,243.352,3701.262244
71,243.352,3701.262244
72,243.352,3701.262244
73,243.352,3701.262244
74,243.352,3701.262244
75,243.352,3701.262244
76,243.352,3701.262244
77,243.352,3701.262244
78,243.352,3701.262244
79,243.352,3701.262244
80,243.352,3701.262244
81,243.352,3701.262244
82,243.352,3701.262244
83,243.352,3701.262244
84,243.352,3701.262244
85,243.352,3701.262244
86,243.352,3701.262244
87,243.352,3701.262244
88,243.352,3701.262244
89,243.352,3701.262244
90,243.352,3701.262244
91,243.352,3701.262244
92,243.352,3701.262244
93,243.352,3701.262244
94,243.352,3701.262244
95,243.352,3701.262244
96,243.352,3701.262244
97,243.352,3701.262244
98,243.352,3701.262244
99,243.352,3701.262244
100,243.352,3701.262244
101,243.352,3701.262244
102,243.352,3701.262244
103,243.352,3701.262244
104,243.352,3701.262244
105,243.352,3701.262244
106,243.352,3701.262244
107,243.352,3701.262244
108,243.352,3701.262244
109,243.352,3701.262244
110,243.352,3701.262244
111,243.352,3701.262244
112,243.352,3701.262244
113,243.352,3701.262244
114,243.352,3701.262244
115,243.352,3701.262244
116,243.352,3701.262244
117,243.352,3701.262244
118,243.352,3701.262244
119,243.352,3701.262244
120,243.352,3701.262244
121,243.352,3701.262244
122,243.352,3701.262244
123,243.352,3701.262244
124,243.352,3701.262244
125,243.352,3701.262244
126,243.352,3701.262244
127,243.352,3701.262244
128,243.352,3701.262244
129,243.352,3701.262244
130,243.352,3701.262244
131,243.352,3701.262244
132,243.352,3701.262244
133,243.352,3701.262244
134,243.352,3701.262244
135,243.352,3701.262244
136,243.352,3701.262244
137,243.352,3701.262244
138,243.352,3701.262244
